HA Segment_Id	strain	virus	isolate_id	date	region	country	division	location	host	domestic_status
EPI2641503|A/black-headed_gull/Finland/7827_23VIR6803-12/2023_HA	A/black-headed_gull/Finland/7827_23VIR6803-12/2023	avian_flu	EPI_ISL_18011226	2023-07-08	Europe	Finland	NA	NA	Avian	NA
EPI2641495|A/black-headed_gull/Finland/7826_23VIR6803-11/2023_HA	A/black-headed_gull/Finland/7826_23VIR6803-11/2023	avian_flu	EPI_ISL_18011225	2023-07-08	Europe	Finland	NA	NA	Avian	NA
EPI2641487|A/black-headed_gull/Finland/7728_23VIR6803-9/2023_HA	A/black-headed_gull/Finland/7728_23VIR6803-9/2023	avian_flu	EPI_ISL_18011224	2023-07-03	Europe	Finland	NA	NA	Avian	NA
EPI2641071|A/Sandwich Tern/Netherlands/9/2023_HA_H5N1_HPAI	A/Sandwich Tern/Netherlands/9/2023	avian_flu	EPI_ISL_18010932	2023-06-24	Europe	Netherlands	Bliek, Haringvliet	NA	Avian	NA
EPI2641063|A/Sandwich Tern/Netherlands/8/2023_HA_H5N1_HPAI	A/Sandwich Tern/Netherlands/8/2023	avian_flu	EPI_ISL_18010931	2023-06-24	Europe	Netherlands	Bliek, Haringvliet	NA	Avian	NA
EPI2641055|A/Sandwich Tern/Netherlands/12/2023_HA_H5N1_HPAI	A/Sandwich Tern/Netherlands/11/2023	avian_flu	EPI_ISL_18010930	2023-06-24	Europe	Netherlands	Bliek, Haringvliet	NA	Avian	NA
EPI2641047|A/Sandwich Tern/Netherlands/11/2023_HA_H5N1_HPAI	A/Sandwich Tern/Netherlands/10/2023	avian_flu	EPI_ISL_18010929	2023-06-24	Europe	Netherlands	Bliek, Haringvliet	NA	Avian	NA
EPI2641039|A/Sandwich Tern/Netherlands/10/2023_HA_H5N1_HPAI	A/Lesser black-backed Gull/Netherlands/7/2023	avian_flu	EPI_ISL_18010928	2023-06-30	Europe	Netherlands	Marker Wadden	NA	Avian	NA
EPI2641031|A/Lesser black-backed Gull/Netherlands/6/2023_HA_H5N1_HPAI	A/Lesser black-backed Gull/Netherlands/6/2023	avian_flu	EPI_ISL_18010927	2023-06-30	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2641023|A/Lesser black-backed Gull/Netherlands/5/2023_HA_H5N1_HPAI	A/Lesser black-backed Gull/Netherlands/5/2023	avian_flu	EPI_ISL_18010926	2023-06-23	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2641015|A/Lesser black-backed Gull/Netherlands/4/2023_HA_H5N1_HPAI	A/Lesser black-backed Gull/Netherlands/4/2023	avian_flu	EPI_ISL_18010925	2023-06-23	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2641007|A/Lesser black-backed Gull/Netherlands/3/2023_HA_H5N1_HPAI	A/Lesser black-backed Gull/Netherlands/3/2023	avian_flu	EPI_ISL_18010924	2023-06-23	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640999|A/Common Tern/Netherlands/14/2023_HA_H5N1_HPAI	A/Common Tern/Netherlands/14/2023	avian_flu	EPI_ISL_18010923	2023-06-30	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640991|A/Black-headed Gull/Netherlands/99/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/99/2023	avian_flu	EPI_ISL_18010922	2023-06-23	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640983|A/Black-headed Gull/Netherlands/98/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/98/2023	avian_flu	EPI_ISL_18010921	2023-06-23	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640975|A/Black-headed Gull/Netherlands/108/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/108/2023	avian_flu	EPI_ISL_18010920	2023-06-30	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640967|A/Black-headed Gull/Netherlands/107/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/107/2023	avian_flu	EPI_ISL_18010919	2023-06-30	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640959|A/Black-headed Gull/Netherlands/106/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/106/2023	avian_flu	EPI_ISL_18010918	2023-06-30	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640951|A/Black-headed Gull/Netherlands/105/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/105/2023	avian_flu	EPI_ISL_18010917	2023-06-30	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640943|A/Black-headed Gull/Netherlands/104/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/104/2023	avian_flu	EPI_ISL_18010916	2023-06-30	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640935|A/Black-headed Gull/Netherlands/103/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/103/2023	avian_flu	EPI_ISL_18010915	2023-06-26	Europe	Netherlands	Hoorn, Nesweg	NA	Avian	NA
EPI2640927|A/Black-headed Gull/Netherlands/102/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/102/2023	avian_flu	EPI_ISL_18010914	2023-06-23	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640920|A/Black-headed Gull/Netherlands/101/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/101/2023	avian_flu	EPI_ISL_18010913	2023-06-23	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2640912|A/Black-headed Gull/Netherlands/100/2023_HA_H5N1_HPAI	A/Black-headed Gull/Netherlands/100/2023	avian_flu	EPI_ISL_18010912	2023-06-23	Europe	Netherlands	IJsselmeer, Enkhuizen, De Kreupel	NA	Avian	NA
EPI2618176|A/white_stork/Poland/MB244/2023	A/white_stork/Poland/MB244/2023	avian_flu	EPI_ISL_17978700	2023-06-04	Europe	Poland	Lesser Poland Voivodeship	NA	Avian	Wild
EPI2397448|A/ rough-legged buzzard /Sweden/SVA230126SZ0333/FB000239/M-2022	A/ rough-legged buzzard /Sweden/SVA230126SZ0333/FB000239/M-2022	avian_flu	EPI_ISL_16896606	2022-12-04	Europe	Sweden	Skane Lan	Ystads Kommun	Avian	Wild
EPI2397416|A/northern goshawk/Sweden/SVA230118SZ0310/FB000172/D-2022	A/northern goshawk/Sweden/SVA230118SZ0310/FB000172/D-2022	avian_flu	EPI_ISL_16896602	2022-12-28	Europe	Sweden	Sodermanlands Lan	Nykopings Kommun	Avian	Wild
EPI1967033|A/Barnacle goose/Netherlands/6/2022_HA_H5_HPAI	A/Barnacle goose/Netherlands/6/2022	avian_flu	EPI_ISL_9261751	2022-01-14	Europe	Netherlands	Provincie Noord-Holland	De Kreupel	Avian	NA
EPI1967025|A/Black-headed gull/Netherlands/1/2022_HA_H5_HPAI	A/Black-headed gull/Netherlands/1/2022	avian_flu	EPI_ISL_9261750	2022-01-14	Europe	Netherlands	Provincie Noord-Holland	De Kreupel	Avian	NA
EPI1967017|A/Caspian Gull/Netherlands/1/2022_HA_H5_HPAI	A/Caspian gull/Netherlands/1/2022	avian_flu	EPI_ISL_9261749	2022-01-14	Europe	Netherlands	Provincie Noord-Holland	De Kreupel	Avian	NA
EPI1967009|A/Grey heron/Netherlands/1/2022_HA_H5_HPAI	A/Grey heron/Netherlands/1/2022	avian_flu	EPI_ISL_9261748	2022-01-14	Europe	Netherlands	Provincie Noord-Holland	De Kreupel	Avian	NA
EPI1967001|A/Barnacle goose/Netherlands/5/2022_HA_H5_HPAI	A/Barnacle goose/Netherlands/5/2022	avian_flu	EPI_ISL_9261747	2022-01-14	Europe	Netherlands	Provincie Noord-Holland	De Kreupel	Avian	NA
EPI1966993|A/Barnacle goose/Netherlands/4/2022_HA_H5_HPAI	A/Barnacle goose/Netherlands/4/2022	avian_flu	EPI_ISL_9261746	2022-01-11	Europe	Netherlands	Provincie Noord-Holland	Zuiderdijk	Avian	NA
EPI1966986|A/Barnacle goose/Netherlands/3/2022_HA_H5_HPAI	A/Barnacle goose/Netherlands/3/2022	avian_flu	EPI_ISL_9261745	2022-01-11	Europe	Netherlands	Provincie Noord-Holland	Zuiderdijk	Avian	NA
EPI1966978|A/Barnacle goose/Netherlands/2/2022_HA_H5_HPAI	A/Barnacle goose/Netherlands/2/2022	avian_flu	EPI_ISL_9261744	2022-01-11	Europe	Netherlands	Provincie Noord-Holland	Normerven	Avian	NA
EPI1966970|A/Oystercatcher/Netherlands/1/2022_HA_H5_HPAI	A/Oystercatcher/Netherlands/1/2022	avian_flu	EPI_ISL_9261743	2022-01-11	Europe	Netherlands	Provincie Noord-Holland	Normerven	Avian	NA
EPI1966962|A/Great black-backed gull/1/2022_HA_H5_HPAI	A/Great black-backed gull/1/2022	avian_flu	EPI_ISL_9261742	2022-01-06	Europe	Netherlands	Provincie Gelderland	Stroe	Avian	NA
EPI1966954|A/Barnacle goose/1/2022_HA_H5_HPAI	A/Barnacle goose/Netherlands/1/2022	avian_flu	EPI_ISL_9261741	2022-01-04	Europe	Netherlands	Provincie Gelderland	Stroe	Avian	NA
NA	A/chicken/USA/24-019884-001/2024	avian_flu	EPI_ISL_19289589	NA	North America	United States	NA	NA	Chicken	NA
EPI3462583|A/chicken/USA/24-019884-002/2024_HA	A/chicken/USA/24-019884-002/2024	avian_flu	EPI_ISL_19289588	NA	North America	United States	NA	NA	Chicken	NA
EPI3462376|A/chicken/USA/24-020282-001/2024_HA	A/chicken/USA/24-020282-001/2024	avian_flu	EPI_ISL_19289560	NA	North America	United States	NA	NA	Chicken	NA
EPI3462368|A/chicken/USA/24-020282-002/2024_HA	A/chicken/USA/24-020282-002/2024	avian_flu	EPI_ISL_19289559	NA	North America	United States	NA	NA	Chicken	NA
EPI3462360|A/chicken/USA/24-020282-003/2024_HA	A/chicken/USA/24-020282-003/2024	avian_flu	EPI_ISL_19289558	NA	North America	United States	NA	NA	Chicken	NA
EPI3462344|A/chicken/USA/24-020282-004/2024_HA	A/chicken/USA/24-020282-004/2024	avian_flu	EPI_ISL_19289556	NA	North America	United States	NA	NA	Chicken	NA
EPI3322910|A/chicken/Alasca/22-023555-001/2022_HA	A/chicken/Alaska/22-023555-001/2022	avian_flu	EPI_ISL_19158166	2022-07-25	North America	United States	Alaska	NA	Chicken	NA
EPI3322893|A/chicken/Alasca/22-031261-002/2022_HA	A/chicken/Alaska/22-031261-002/2022	avian_flu	EPI_ISL_19158165	2022-09-28	North America	United States	Alaska	NA	Chicken	NA
EPI3322875|A/chicken/Alasca/22-031261-003/2022_HA	A/chicken/Alaska/22-031261-003/2022	avian_flu	EPI_ISL_19158164	2022-09-28	North America	United States	Alaska	NA	Chicken	NA
EPI3322864|A/chicken/Alasca/22-031261-004/2022_HA	A/chicken/Alaska/22-031261-004/2022	avian_flu	EPI_ISL_19158163	2022-09-28	North America	United States	Alaska	NA	Chicken	NA
EPI3322858|A/chicken/Alasca/22-031261-005/2022_HA	A/chicken/Alaska/22-031261-005/2022	avian_flu	EPI_ISL_19158162	2022-09-28	North America	United States	Alaska	NA	Chicken	NA
EPI3322851|A/chicken/Alasca/22-032677-003/2022_HA	A/chicken/Alaska/22-032677-003/2022	avian_flu	EPI_ISL_19158161	2022-10-11	North America	United States	Alaska	NA	Chicken	NA
EPI3322844|A/chicken/Alasca/22-032677-005/2022_HA	A/chicken/Alaska/22-032677-005/2022	avian_flu	EPI_ISL_19158160	2022-10-11	North America	United States	Alaska	NA	Chicken	NA
EPI3062955|R126-BC52_H5v4	A/chicken/Czech_Republic/2196-1/2024	avian_flu	EPI_ISL_18928992	2024-02-02	Europe	Czech Republic	Pardubicky kraj	Okres Svitavy	Chicken	Domestic
EPI3062947|R126-BC50_H5v4	A/chicken/Czech_Republic/2196-2/2024	avian_flu	EPI_ISL_18928991	2024-02-02	Europe	Czech Republic	Pardubicky kraj	Okres Svitavy	Chicken	Domestic
EPI3062939|R126-BC49_H5v4	A/chicken/Czech_Republic/2196-3/2024	avian_flu	EPI_ISL_18928990	2024-02-02	Europe	Czech Republic	Pardubicky kraj	Okres Svitavy	Chicken	Domestic
EPI3062923|R126-BC68_H5v4	A/chicken/Czech_Republic/2270-5/2024	avian_flu	EPI_ISL_18928988	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Rakovnik	Chicken	Domestic
EPI3062915|R126-BC59_H5v4	A/chicken/Czech_Republic/2270-1orig/2024	avian_flu	EPI_ISL_18928987	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Rakovnik	Chicken	Domestic
EPI3062907|R126-BC54_H5v4	A/chicken/Czech_Republic/2270-1/2024	avian_flu	EPI_ISL_18928986	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Rakovnik	Chicken	Domestic
EPI3062875|R126-BC92_H5v2	A/chicken/Czech_Republic/1918-4/2024	avian_flu	EPI_ISL_18928982	2024-01-30	Europe	Czech Republic	Pardubicky kraj	Okres Usti nad Orlici	Chicken	Domestic
EPI3062867|R126-BC85_H5v2	A/chicken/Czech_Republic/1918-5/2024	avian_flu	EPI_ISL_18928981	2024-01-30	Europe	Czech Republic	Pardubicky kraj	Okres Usti nad Orlici	Chicken	Domestic
EPI3062859|R126-BC84_H5v2	A/chicken/Czech_Republic/1918-2/2024	avian_flu	EPI_ISL_18928980	2024-01-30	Europe	Czech Republic	Pardubicky kraj	Okres Usti nad Orlici	Chicken	Domestic
EPI3062851|R126-BC80_H5v2	A/chicken/Czech_Republic/312-2feather/2024	avian_flu	EPI_ISL_18928979	2024-01-05	Europe	Czech Republic	Plzensky Kraj	Okres Plzen-Jih	Chicken	Domestic
EPI3062843|R126-BC69_H5v4	A/chicken/Czech_Republic/2266-1/2024	avian_flu	EPI_ISL_18928978	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Beroun	Chicken	Domestic
EPI3062835|R126-BC67_H5v4	A/chicken/Czech_Republic/2266-4/2024	avian_flu	EPI_ISL_18928977	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Beroun	Chicken	Domestic
EPI3062827|R126-BC57_H5v4	A/chicken/Czech_Republic/2266-3/2024	avian_flu	EPI_ISL_18928976	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Beroun	Chicken	Domestic
EPI3062819|R126-BC56_H5v4	A/chicken/Czech_Republic/2266-orig/2024	avian_flu	EPI_ISL_18928975	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Beroun	Chicken	Domestic
EPI3062811|R126-BC55_H5v4	A/chicken/Czech_Republic/2266-2/2024	avian_flu	EPI_ISL_18928974	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Beroun	Chicken	Domestic
EPI3062803|R126-BC75_H5v2	A/chicken/Czech_Republic/2266-5/2024	avian_flu	EPI_ISL_18928973	2024-02-05	Europe	Czech Republic	Stredocesky Kraj	Okres Beroun	Chicken	Domestic
EPI2873495|HA_A/chicken/Arkansas/23-033113-001-original/2023(H5N1)	A/chicken/Arkansas/23-033113-001/2023	avian_flu	EPI_ISL_18698959	2023-10-30	North America	United States	Arkansas	Madison Cpunty	Chicken	Domestic
EPI2872696|A/Chicken/Argentina/736-1/2023_HA	A/Chicken/Argentina/736-1/2023	avian_flu	EPI_ISL_18698494	2023-03-03	South America	Argentina	Provincia de Buenos Aires	NA	Chicken	NA
EPI2872679|A/Chicken/Argentina/606-1/2023_HA	A/Chicken/Argentina/606-1/2023	avian_flu	EPI_ISL_18698492	2023-02-27	South America	Argentina	Provincia de Buenos Aires	NA	Chicken	NA
EPI2872665|A/Chicken/Argentina/588-4/2023_HA	A/Chicken/Argentina/588-4/2023	avian_flu	EPI_ISL_18698490	2023-02-24	South America	Argentina	C?rdoba	NA	Chicken	NA
EPI2872620|A/Chicken/Argentina/578-2/2023_HA	A/Chicken/Argentina/578-2/2023	avian_flu	EPI_ISL_18698482	2023-02-23	South America	Argentina	R?o Negro	NA	Chicken	NA
EPI2872603|A/Chicken/Argentina/559-8/2023_HA	A/Chicken/Argentina/559-8/2023	avian_flu	EPI_ISL_18698480	2023-02-22	South America	Argentina	Provincia de San Luis	NA	Chicken	NA
EPI2872588|A/Chicken/Argentina/556-6/2023_HA	A/Chicken/Argentina/556-6/2023	avian_flu	EPI_ISL_18698478	2023-02-23	South America	Argentina	Provincia de Buenos Aires	NA	Chicken	NA
EPI2872574|A/Chicken/Argentina/509-2/2023_HA	A/Chicken/Argentina/509-2/2023	avian_flu	EPI_ISL_18698476	2023-02-21	South America	Argentina	Provincia de Santa Fe	NA	Chicken	NA
EPI2872558|A/Chicken/Argentina/506-2/2023_HA	A/Chicken/Argentina/506-2/2023	avian_flu	EPI_ISL_18698474	2023-02-20	South America	Argentina	C?rdoba	NA	Chicken	NA
EPI2872543|A/Chicken/Argentina/501-1/2023_HA	A/Chicken/Argentina/501-1/2023	avian_flu	EPI_ISL_18698471	2023-02-20	South America	Argentina	C?rdoba	NA	Chicken	NA
EPI2872527|A/Chicken/Argentina/491-2/2023_HA	A/Chicken/Argentina/491-2/2023	avian_flu	EPI_ISL_18698469	2023-02-20	South America	Argentina	Provincia de Buenos Aires	NA	Chicken	NA
EPI2872513|A/Chicken/Argentina/485-6/2023_HA	A/Chicken/Argentina/485-6/2023	avian_flu	EPI_ISL_18698466	2023-02-19	South America	Argentina	C?rdoba	NA	Chicken	NA
EPI2872496|A/Chicken/Argentina/481-2/2023_HA	A/Chicken/Argentina/481-2/2023	avian_flu	EPI_ISL_18698464	2023-02-18	South America	Argentina	C?rdoba	NA	Chicken	NA
EPI2536948|BC75[H5]	A/chicken/Czech_Reublic/5215_orig/2023	avian_flu	EPI_ISL_17584809	2023-04-04	Europe	Czech Republic	Stredocesky Kraj	Okres Mlada Boleslav	Chicken	Domestic
EPI2536940|BC94[H5]	A/chicken/Czech_Reublic/4761-2/2023	avian_flu	EPI_ISL_17584808	2023-03-27	Europe	Czech Republic	Plzensky Kraj	Okres Tacov	Chicken	Domestic
EPI2471928|A/chicken/England/038958/2023|HA	A/chicken/England/038958/2023	avian_flu	EPI_ISL_17257530	2023-03-10	Europe	United Kingdom	England	NA	Chicken	NA
EPI2363705|A/chicken/Japan/TU25-3/2022	A/chicken/Japan/TU25-3/2022	avian_flu	EPI_ISL_16832031	2022-05-14	Asia	Japan	Hokkaido	NA	Chicken	NA
EPI2363689|A/chicken/Japan/TU22-31/2022	A/chicken/Japan/TU22-31/2022	avian_flu	EPI_ISL_16831329	2022-04-18	Asia	Japan	Akita	NA	Chicken	NA
EPI2363673|A/chicken/Japan/TU20-2829/2022	A/chicken/Japan/TU20-2829/2022	avian_flu	EPI_ISL_16831327	2022-04-16	Asia	Japan	Hokkaido	NA	Chicken	NA
EPI2363665|A/chicken/Japan/TU19-107108/2022	A/chicken/Japan/TU19-107108/2022	avian_flu	EPI_ISL_16831326	2022-04-15	Asia	Japan	Aomori	NA	Chicken	NA
EPI2363657|A/chicken/Japan/TU18-143144/2022	A/chicken/Japan/TU18-143144/2022	avian_flu	EPI_ISL_16831325	2022-04-08	Asia	Japan	Aomori	NA	Chicken	NA
EPI2363636|A/chicken/Miyagi/TU17-1718/2022	A/chicken/Miyagi/TU17-1718/2022	avian_flu	EPI_ISL_16831319	2022-03-25	Asia	Japan	Miyagi	NA	Chicken	NA
EPI2363556|A/chicken/Japan/TU16-1112/2022	A/chicken/Japan/TU16-1112/2022	avian_flu	EPI_ISL_16831310	2022-02-12	Asia	Japan	Iwate	NA	Chicken	NA
EPI2363475|A/chicken/Japan/TU14-12/2022	A/chicken/Japan/TU14-12/2022	avian_flu	EPI_ISL_16831299	2022-04-19	Asia	Japan	Chiba	NA	Chicken	NA
EPI2363396|A/chicken/Japan/TU13-34/2022	A/chicken/Japan/TU13-34/2022	avian_flu	EPI_ISL_16831291	2022-04-13	Asia	Japan	Kagoshima	NA	Chicken	NA
EPI2198484|A/chicken/Wales/116603/2022|HA	A/chicken/Wales/116603/2022	avian_flu	EPI_ISL_15585890	2022-09-04	Europe	United Kingdom	Wales	NA	Chicken	NA
EPI2198468|A/chicken/Scotland/130966/2022|HA	A/chicken/Scotland/130966/2022	avian_flu	EPI_ISL_15585888	2022-08-30	Europe	United Kingdom	Scotland	NA	Chicken	NA
EPI2198452|A/chicken/England/133051/2022|HA	A/chicken/England/133051/2022	avian_flu	EPI_ISL_15585886	2022-10-16	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198444|A/chicken/England/132529/2022|HA	A/chicken/England/132529/2022	avian_flu	EPI_ISL_15585885	2022-10-14	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198436|A/chicken/England/131916/2022|HA	A/chicken/England/131916/2022	avian_flu	EPI_ISL_15585884	2022-10-13	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198428|A/chicken/England/131258/2022|HA	A/chicken/England/131258/2022	avian_flu	EPI_ISL_15585883	2022-10-13	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198420|A/chicken/England/131142/2022|HA	A/chicken/England/131142/2022	avian_flu	EPI_ISL_15585882	2022-10-12	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198412|A/chicken/England/130482/2022|HA	A/chicken/England/130482/2022	avian_flu	EPI_ISL_15585881	2022-10-04	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198404|A/chicken/England/125420/2022|HA	A/chicken/England/125420/2022	avian_flu	EPI_ISL_15585880	2022-10-03	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198396|A/chicken/England/124798/2022|HA	A/chicken/England/124798/2022	avian_flu	EPI_ISL_15585865	2022-09-30	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198388|A/chicken/England/123975/2022|HA	A/chicken/England/123975/2022	avian_flu	EPI_ISL_15585864	2022-09-28	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198380|A/chicken/England/123195/2022|HA	A/chicken/England/123195/2022	avian_flu	EPI_ISL_15585863	2022-09-27	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198372|A/chicken/England/121771/2022|HA	A/chicken/England/121771/2022	avian_flu	EPI_ISL_15585862	2022-09-23	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198364|A/chicken/England/121695/2022|HA	A/chicken/England/121695/2022	avian_flu	EPI_ISL_15585861	2022-09-23	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198356|A/chicken/England/120099/2022|HA	A/chicken/England/120099/2022	avian_flu	EPI_ISL_15585860	2022-09-21	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198348|A/chicken/England/119062/2022|HA	A/chicken/England/119062/2022	avian_flu	EPI_ISL_15585859	2022-09-19	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198340|A/chicken/England/119017/2022|HA	A/chicken/England/119017/2022	avian_flu	EPI_ISL_15585858	2022-09-19	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198332|A/chicken/England/118935/2022|HA	A/chicken/England/118935/2022	avian_flu	EPI_ISL_15585857	2022-09-18	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198324|A/chicken/England/118828/2022|HA	A/chicken/England/118828/2022	avian_flu	EPI_ISL_15585856	2022-09-17	Europe	United Kingdom	England	NA	Chicken	NA
EPI2198316|A/chicken/England/115900/2022|HA	A/chicken/England/115900/2022	avian_flu	EPI_ISL_15585855	2022-09-07	Europe	United Kingdom	England	NA	Chicken	NA
EPI2158688|A/chicken/Jersey/106733/2022|HA	A/chicken/Jersey/106733/2022	avian_flu	EPI_ISL_14864647	2022-08-13	Europe	United Kingdom	NA	NA	Chicken	NA
EPI2029818|1.4	A/chicken/Anhui/S1740/2022(H5N1)	avian_flu	EPI_ISL_12572652	2022-03-03	Asia	China	Anhui	NA	Chicken	NA
EPI2578148|BC59[H5]	A/chicken/Czech_Republic/7531-1orig/2023	avian_flu	EPI_ISL_17716832	2023-05-12	Europe	Czech Republic	Stredocesky Kraj	Okres Kladno	Gallus gallus	Domestic
EPI2578140|BC71[H5]	A/chicken/Czech_Republic/7531-3/2023	avian_flu	EPI_ISL_17716831	2023-05-12	Europe	Czech Republic	Stredocesky Kraj	Okres Kladno	Gallus gallus	Domestic
EPI2578132|BC63[H5]	A/chicken/Czech_Republic/7531-2/2023	avian_flu	EPI_ISL_17716830	2023-05-12	Europe	Czech Republic	Stredocesky Kraj	Okres Kladno	Gallus gallus	Domestic
EPI2578124|BC65[H5]	A/chicken/Czech_Republic/7531-1/2023	avian_flu	EPI_ISL_17716829	2023-05-12	Europe	Czech Republic	Stredocesky Kraj	Okres Kladno	Gallus gallus	Domestic
EPI1999377|H5 A/chicken/Czech Republic/63/202	A/chicken/Czech Republic/63/2022	avian_flu	EPI_ISL_11327090	2022-01-03	Europe	Czech Republic	Ustecky Kraj	Okres Louny	Gallus gallus	Domestic
EPI3360139|A/mallard duck/Bangladesh/59393/2023_HA	A/mallard duck/Bangladesh/59393/2023	avian_flu	EPI_ISL_19190643	2023-11-17	Asia	Bangladesh	NA	NA	Duck	NA
EPI3360131|A/mallard duck/Bangladesh/59390/2023_HA	A/mallard duck/Bangladesh/59390/2023	avian_flu	EPI_ISL_19190642	2023-11-17	Asia	Bangladesh	NA	NA	Duck	NA
EPI3360123|A/mallard duck/Bangladesh/59388/2023_HA	A/mallard duck/Bangladesh/59388/2023	avian_flu	EPI_ISL_19190641	2023-11-17	Asia	Bangladesh	NA	NA	Duck	NA
EPI3360115|A/mallard duck/Bangladesh/59387/2023_HA	A/mallard duck/Bangladesh/59387/2023	avian_flu	EPI_ISL_19190640	2023-11-17	Asia	Bangladesh	NA	NA	Duck	NA
EPI3360107|A/mallard duck/Bangladesh/59386/2023_HA	A/mallard duck/Bangladesh/59386/2023	avian_flu	EPI_ISL_19190639	2023-11-17	Asia	Bangladesh	NA	NA	Duck	NA
EPI3360099|A/mallard duck/Bangladesh/59382/2023_HA	A/mallard duck/Bangladesh/59382/2023	avian_flu	EPI_ISL_19190638	2023-11-17	Asia	Bangladesh	NA	NA	Duck	NA
EPI3360091|A/mallard duck/Bangladesh/59380/2023_HA	A/mallard duck/Bangladesh/59380/2023	avian_flu	EPI_ISL_19190637	2023-11-17	Asia	Bangladesh	NA	NA	Duck	NA
EPI3360083|A/mallard duck/Bangladesh/59379/2023_HA	A/mallard duck/Bangladesh/59379/2023	avian_flu	EPI_ISL_19190636	2023-11-17	Asia	Bangladesh	NA	NA	Duck	NA
EPI3324625|A/American wigeon/Alasca/22-034097-007/2022_HA	A/American wigeon/Alaska/22-034097-007/2022	avian_flu	EPI_ISL_19158343	2022-10-01	North America	United States	Alaska	NA	Duck	NA
EPI3324617|A/American wigeon/Alasca/IZ22_0890/2022_HA	A/American wigeon/Alaska/IZ22_0890/2022	avian_flu	EPI_ISL_19158342	2022-10-14	North America	United States	Alaska	NA	Duck	NA
EPI3324609|A/American wigeon/Alasca/IZ22_0891/2022_HA	A/American wigeon/Alaska/IZ22_0891/2022	avian_flu	EPI_ISL_19158341	2022-10-14	North America	United States	Alaska	NA	Duck	NA
EPI3324485|A/northern pintail/Alasca/22-029100-001/2022_HA	A/northern pintail/Alaska/22-029100-001/2022	avian_flu	EPI_ISL_19158326	2022-09-04	North America	United States	Alaska	NA	Duck	NA
EPI3324473|A/mallard/Alasca/22-036139-018/2022_HA	A/mallard/Alaska/22-036139-018/2022	avian_flu	EPI_ISL_19158325	2022-11-02	North America	United States	Alaska	NA	Duck	NA
