HA Segment_Id	strain	virus	isolate_id	date	region	country	division	location	host	domestic_status
NA	A/duck/Bangladesh/49779/2021	avian_flu	EPI_ISL_14885347	2021-08-28	Asia	Bangladesh	NA	NA	Anas sp.	NA
NA	A/duck/Bangladesh/49674/2021	avian_flu	EPI_ISL_14885330	2021-08-28	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162709|A/duck/Bangladesh/50044/2021	A/duck/Bangladesh/50044/2021	avian_flu	EPI_ISL_14885313	2021-12-20	Asia	Bangladesh	NA	NA	Anas sp.	NA
NA	A/duck/Bangladesh/50552/2021	avian_flu	EPI_ISL_14885169	2021-12-14	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162666|A/duck/Bangladesh/49671/2021	A/duck/Bangladesh/49671/2021	avian_flu	EPI_ISL_14885168	2021-08-28	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162659|A/duck/Bangladesh/50550/2021	A/duck/Bangladesh/50550/2021	avian_flu	EPI_ISL_14885166	2021-12-14	Asia	Bangladesh	NA	NA	Anas sp.	NA
NA	A/duck/Bangladesh/50545/2021	avian_flu	EPI_ISL_14885162	2021-12-14	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162616|A/duck/Bangladesh/50661/2021	A/duck/Bangladesh/50661/2021	avian_flu	EPI_ISL_14885160	2021-12-14	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162609|A/duck/Bangladesh/49737/2021	A/duck/Bangladesh/49737/2021	avian_flu	EPI_ISL_14885159	2021-08-28	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162623|A/duck/Bangladesh/50622/2021, EPI2162594|A/duck/Bangladesh/50622/2021	A/duck/Bangladesh/50622/2021	avian_flu	EPI_ISL_14885157	2021-12-14	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162557|A/duck/Bangladesh/49735/2021	A/duck/Bangladesh/49735/2021	avian_flu	EPI_ISL_14885099	2021-08-28	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162541|A/duck/Bangladesh/50664/2021	A/duck/Bangladesh/50664/2021	avian_flu	EPI_ISL_14885097	2021-12-14	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162535|A/duck/Bangladesh/49997/2021	A/duck/Bangladesh/49997/2021	avian_flu	EPI_ISL_14885040	2021-09-18	Asia	Bangladesh	NA	NA	Anas sp.	NA
NA	A/duck/Bangladesh/49789/2021	avian_flu	EPI_ISL_14884932	2021-08-28	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162525|A/duck/Bangladesh/49739/2021	A/duck/Bangladesh/49739/2021	avian_flu	EPI_ISL_14884821	2021-08-28	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162521|A/duck/Bangladesh/49927/2021	A/duck/Bangladesh/49927/2021	avian_flu	EPI_ISL_14884695	2021-09-18	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162506|A/duck/Bangladesh/50002/2021	A/duck/Bangladesh/50002/2021	avian_flu	EPI_ISL_14884369	2021-09-18	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI2162498|A/duck/Bangladesh/50000/2021	A/duck/Bangladesh/50000/2021	avian_flu	EPI_ISL_14884201	2021-09-18	Asia	Bangladesh	NA	NA	Anas sp.	NA
NA	A/duck/Bangladesh/40639/2019	avian_flu	EPI_ISL_4071803	2019-08-19	Asia	Bangladesh	NA	NA	Anas sp.	NA
NA	A/duck/Bangladesh/41244/2019	avian_flu	EPI_ISL_4071801	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1903352|A/duck/Bangladesh/41253/2019	A/duck/Bangladesh/41253/2019	avian_flu	EPI_ISL_4071799	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1903505|A/duck/Bangladesh/41248/2019	A/duck/Bangladesh/41248/2019	avian_flu	EPI_ISL_4071764	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
NA	A/duck/Bangladesh/41245/2019	avian_flu	EPI_ISL_4071744	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1903331|A/duck/Bangladesh/41322/2019	A/duck/Bangladesh/41322/2019	avian_flu	EPI_ISL_4071730	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1903302|A/duck/Bangladesh/43411/2020	A/duck/Bangladesh/43411/2020	avian_flu	EPI_ISL_4071726	2020-02-19	Asia	Bangladesh	NA	NA	Anas sp.	NA
NA	A/duck/Bangladesh/41249/2019	avian_flu	EPI_ISL_4071718	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1903241|A/duck/Bangladesh/41320/2019	A/duck/Bangladesh/41320/2019	avian_flu	EPI_ISL_4071699	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1903233|A/duck/Bangladesh/41250/2019	A/duck/Bangladesh/41250/2019	avian_flu	EPI_ISL_4071647	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1903218|A/duck/Bangladesh/41258/2019	A/duck/Bangladesh/41258/2019	avian_flu	EPI_ISL_4071640	2019-12-11	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1903148|A/duck/Bangladesh/43521/2020	A/duck/Bangladesh/43521/2020	avian_flu	EPI_ISL_4071630	2020-02-18	Asia	Bangladesh	NA	NA	Anas sp.	NA
EPI1641238|A/duck/East_Java/Av682/2016/H5N1	A/duck/East_Java/Av682/2016/H5N1	avian_flu	EPI_ISL_400771	2016-01-15	Asia	Indonesia	East Java	NA	Anas sp.	Domestic
EPI1641222|A/duck/East_Java/Av731/2016/H5N1	A/duck/East_Java/Av731/2016/H5N1	avian_flu	EPI_ISL_400769	2016-01-22	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1641206|A/duck/East_Java/Av378/2014/H5N1	A/duck/East_Java/Av378/2014/H5N1	avian_flu	EPI_ISL_400767	2014-12-21	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1641190|A/duck/East_Java/Av716/2016	A/duck/East_Java/Av716/2016	avian_flu	EPI_ISL_400765	2016-01-19	Asia	Indonesia	East Java	Av716	Anas sp.	Domestic
EPI1641182|A/duck/East_Java/Av713/2016	A/duck/East_Java/Av713/2016	avian_flu	EPI_ISL_400764	2016-01-19	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1641174|A/duck/East_Java/Av711/2016	A/duck/East_Java/Av711/2016	avian_flu	EPI_ISL_400763	2016-01-19	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1641165|A/duck/East_Java/Av704/2016	A/duck/East_Java/Av704/2016	avian_flu	EPI_ISL_400762	2016-01-16	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1641133|A/duck/East_Java/Av570/2015	A/duck/East_Java/Av570/2015	avian_flu	EPI_ISL_400758	2015-01-25	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640973|A/duck/East_Java/Av940/2016	A/duck/East_Java/Av940/2016	avian_flu	EPI_ISL_400725	2016-12-17	Asia	Indonesia	East Java	NA	Anas sp.	Domestic
EPI1640965|A/duck/East_Java/Av934/2016	A/duck/East_Java/Av934/2016	avian_flu	EPI_ISL_400724	2016-12-17	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640941|A/duck/East_Java/Av844/2016	A/duck/East_Java/Av844/2016	avian_flu	EPI_ISL_400721	2016-08-03	Asia	Indonesia	East Java	NA	Anas sp.	Domestic
EPI1640909|A/duck/East_Java/Av714/2016	A/duck/East_Java/Av714/2016	avian_flu	EPI_ISL_400717	2016-01-19	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640901|A/duck/East_Java/Av710/2016	A/duck/East_Java/Av710/2016	avian_flu	EPI_ISL_400716	2016-01-19	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640885|A/duck/East_Java/Av679/2016	A/duck/East_Java/Av679/2016	avian_flu	EPI_ISL_400714	2019-01-15	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640777|A/duck/East_Java/Av601/2015	A/duck/East_Java/Av601/2015	avian_flu	EPI_ISL_400701	2015-08-07	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640719|A/duck/East_Java/Av487/2015	A/duck/East_Java/Av487/2015	avian_flu	EPI_ISL_400693	2015-01-18	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640708|A/duck/East_Java/Av486/2015	A/duck/East_Java/Av486/2015	avian_flu	EPI_ISL_400692	2015-01-17	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640691|A/duck/East_Java/Av469/2015	A/duck/East_Java/Av469/2015	avian_flu	EPI_ISL_400689	2015-01-16	Asia	Indonesia	East Java	Sidoarjo	Anas sp.	Domestic
EPI1640504|A/duck/East_Java/Av418/2015	A/duck/East_Java/Av418/2015	avian_flu	EPI_ISL_400647	2015-01-15	Asia	Indonesia	East Java	NA	Anas sp.	Domestic
EPI1640496|A/duck/East_Java/Av416/2015	A/duck/East_Java/Av416/2015	avian_flu	EPI_ISL_400646	2015-01-15	Asia	Indonesia	East Java	Nganjuk	Anas sp.	Domestic
EPI1640488|A/duck/East_Java/Av413/2015	A/duck/East_Java/Av413/2015	avian_flu	EPI_ISL_400645	2015-01-15	Asia	Indonesia	East Java	Nganjuk	Anas sp.	Domestic
EPI1640448|A/duck/East_Java/415/2015	A/duck/East_Java/415/2015	avian_flu	EPI_ISL_400640	2015-01-15	Asia	Indonesia	East Java	Nganjuk	Anas sp.	Domestic
EPI1640440|A/duck/East_Java/414/2015	A/duck/East_Java/414/2015	avian_flu	EPI_ISL_400639	2015-01-15	Asia	Indonesia	East Java	Nganjuk	Anas sp.	Domestic
EPI1640432|A/duck/East_Java/Av382/2014	A/duck/East_Java/Av382/2014	avian_flu	EPI_ISL_400638	2014-12-21	Asia	Indonesia	East Java	NA	Anas sp.	Domestic
EPI1640424|A/duck/East_Java/Av259/2014	A/duck/East_Java/Av259/2014	avian_flu	EPI_ISL_400637	2014-09-02	Asia	Indonesia	East Java	NA	Anas sp.	Domestic
EPI1640408|A/duck/East_Java/Av172/2014	A/duck/East_Java/Av172/2014	avian_flu	EPI_ISL_400635	2014-02-07	Asia	Indonesia	East Java	NA	Anas sp.	Domestic
EPI356487|A/common buzzard/Bulgaria/38WB/2010	A/common buzzard/Bulgaria/38WB/2010	avian_flu	EPI_ISL_105998	2010-03-01	Europe	Bulgaria	NA	NA	Buteo buteo	NA
EPI503718|A/Japanese white-eye/Taoyuan/Q454/2012	A/Japanese white-eye/Taoyuan/Q454/2012	avian_flu	EPI_ISL_154971	2012-07-12	Asia	Taiwan	NA	NA	Zosterops japonicus	NA
EPI2134190|A/African penguin/South Africa/21050383/2021 (H5N1)	A/African penguin/South Africa/21050383/2021 (H5N1)	avian_flu	EPI_ISL_14638909	2021-05-20	Africa	South Africa	Province of the Western Cape	Cape Town	Penguin	Wild
EPI1947271|A/mallard/Italy/21VIR6957-6/2021_H5N1_HA	A/mallard/Italy/21VIR6957-6/2021	avian_flu	EPI_ISL_7987333	2021-08-20	Europe	Italy	NA	NA	Mallard	NA
EPI1902596|A/Mallard(Anas platyrhynchos)/South Korea/KNU2019-20/2019	A/Mallard(Anas platyrhynchos)/South Korea/KNU2019-20/2019	avian_flu	EPI_ISL_4071029	2019-03-03	Asia	Korea, Republic of	NA	NA	Mallard	NA
EPI1647382|A/muscovy_duck/East_Java/Av1492/2019	A/muscovy_duck/East_Java/Av1492/2019	avian_flu	EPI_ISL_401829	2019-01-16	Asia	Indonesia	East Java	Jombang	Cairina moschata	Domestic
EPI1647374|A/muscovy_duck/East_Java/Av1576/2019	A/muscovy_duck/East_Java/Av1576/2019	avian_flu	EPI_ISL_401828	2019-02-02	Asia	Indonesia	East Java	Sidoarjo	Cairina moschata	Domestic
